Country,Product,Year,Month,Quantity,lag_1,lag_2,lag_3,rolling_mean_6,rolling_std_6
Brazil,GentleGlow Baby Sunscreen,2021,11,1788.0,1855.0,1722.0,1717.0,1736.8333333333333,63.81039622715613
Brazil,GentleGlow Baby Sunscreen,2021,12,1792.0,1788.0,1855.0,1722.0,1755.3333333333333,58.8953874820996
Brazil,GentleGlow Baby Sunscreen,2022,1,1930.0,1792.0,1788.0,1855.0,1761.3333333333333,60.78047932244901
Brazil,GentleGlow Baby Sunscreen,2022,2,1877.0,1930.0,1792.0,1788.0,1800.6666666666667,81.36747917114454
Brazil,GentleGlow Baby Sunscreen,2022,3,1675.0,1877.0,1930.0,1792.0,1827.3333333333333,74.38189743927371
Brazil,GentleGlow Baby Sunscreen,2022,4,1887.0,1675.0,1877.0,1930.0,1819.5,88.77555969972796
Brazil,GentleGlow Baby Sunscreen,2022,5,1778.0,1887.0,1675.0,1877.0,1824.8333333333333,92.2288819549854
Brazil,GentleGlow Baby Sunscreen,2022,6,1821.0,1778.0,1887.0,1675.0,1823.1666666666667,93.11372974307619
Brazil,GentleGlow Baby Sunscreen,2022,7,1796.0,1821.0,1778.0,1887.0,1828.0,91.91735418298312
Brazil,GentleGlow Baby Sunscreen,2022,8,1652.0,1796.0,1821.0,1778.0,1805.6666666666667,77.29338048414394
Brazil,GentleGlow Baby Sunscreen,2022,9,1908.0,1652.0,1796.0,1821.0,1768.1666666666667,89.39668151931966
Brazil,GentleGlow Baby Sunscreen,2022,10,1771.0,1908.0,1652.0,1796.0,1807.0,91.41553478484917
Brazil,GentleGlow Baby Sunscreen,2022,11,1841.0,1771.0,1908.0,1652.0,1787.6666666666667,82.9907625381684
Brazil,GentleGlow Baby Sunscreen,2022,12,1805.0,1841.0,1771.0,1908.0,1798.1666666666667,85.47143772434536
Brazil,GentleGlow Baby Sunscreen,2023,1,1788.0,1805.0,1841.0,1771.0,1795.5,84.86400886123623
Brazil,GentleGlow Baby Sunscreen,2023,2,1790.0,1788.0,1805.0,1841.0,1794.1666666666667,84.91741085705952
Brazil,GentleGlow Baby Sunscreen,2023,3,1837.0,1790.0,1788.0,1805.0,1817.1666666666667,50.37228073719348
Brazil,GentleGlow Baby Sunscreen,2023,4,1868.0,1837.0,1790.0,1788.0,1805.3333333333333,28.246533710645664
Brazil,GentleGlow Baby Sunscreen,2023,5,1884.0,1868.0,1837.0,1790.0,1821.5,32.15431541799575
Brazil,GentleGlow Baby Sunscreen,2023,6,1894.0,1884.0,1868.0,1837.0,1828.6666666666667,40.95688790260579
Brazil,GentleGlow Baby Sunscreen,2023,7,1903.0,1894.0,1884.0,1868.0,1843.5,46.42305461729046
Brazil,GentleGlow Baby Sunscreen,2023,8,1922.0,1903.0,1894.0,1884.0,1862.6666666666667,42.50019607797801
Brazil,GentleGlow Baby Sunscreen,2023,9,1955.0,1922.0,1903.0,1894.0,1884.6666666666667,29.554469487144363
Brazil,GentleGlow Baby Sunscreen,2023,10,1973.0,1955.0,1922.0,1903.0,1904.3333333333333,30.728922315410273
Brazil,GentleGlow Baby Sunscreen,2023,11,1986.0,1973.0,1955.0,1922.0,1921.8333333333333,35.43679819998545
Brazil,GentleGlow Baby Sunscreen,2023,12,2002.0,1986.0,1973.0,1955.0,1938.8333333333333,38.02849808586275
Brazil,GentleGlow Dish Soap,2021,1,0.0,,,,,
Brazil,GentleGlow Dish Soap,2021,2,0.0,0.0,,,0.0,
Brazil,GentleGlow Dish Soap,2021,3,0.0,0.0,0.0,,0.0,0.0
Brazil,GentleGlow Dish Soap,2021,4,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2021,5,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2021,6,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2021,7,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2021,8,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2021,9,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2021,10,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2021,11,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2021,12,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2022,1,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2022,2,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2022,3,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2022,4,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2022,5,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2022,6,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2022,7,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2022,8,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2022,9,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2022,10,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2022,11,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2022,12,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2023,1,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2023,2,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2023,3,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2023,4,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2023,5,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2023,6,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2023,7,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2023,8,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2023,9,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2023,10,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2023,11,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Dish Soap,2023,12,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Face Cleanser,2021,1,704.0,,,,,
Brazil,GentleGlow Face Cleanser,2021,2,659.0,704.0,,,704.0,
Brazil,GentleGlow Face Cleanser,2021,3,647.0,659.0,704.0,,681.5,31.81980515339464
Brazil,GentleGlow Face Cleanser,2021,4,641.0,647.0,659.0,704.0,670.0,30.04995840263344
Brazil,GentleGlow Face Cleanser,2021,5,750.0,641.0,647.0,659.0,662.75,28.5
Brazil,GentleGlow Face Cleanser,2021,6,758.0,750.0,641.0,647.0,680.2,46.170336797558654
Brazil,GentleGlow Face Cleanser,2021,7,703.0,758.0,750.0,641.0,693.1666666666666,52.09766469494256
Brazil,GentleGlow Face Cleanser,2021,8,729.0,703.0,758.0,750.0,693.0,52.05766033928146
Brazil,GentleGlow Face Cleanser,2021,9,690.0,729.0,703.0,758.0,704.6666666666666,50.74117328823468
Brazil,GentleGlow Face Cleanser,2021,10,730.0,690.0,729.0,703.0,711.8333333333334,43.48524654025382
Brazil,GentleGlow Face Cleanser,2021,11,699.0,730.0,690.0,729.0,726.6666666666666,26.257697284161214
Brazil,GentleGlow Face Cleanser,2021,12,740.0,699.0,730.0,690.0,718.1666666666666,25.435539441235626
Brazil,GentleGlow Face Cleanser,2022,1,751.0,740.0,699.0,730.0,715.1666666666666,20.351085147152602
Brazil,GentleGlow Face Cleanser,2022,2,715.0,751.0,740.0,699.0,723.1666666666666,23.760611664404802
Brazil,GentleGlow Face Cleanser,2022,3,663.0,715.0,751.0,740.0,720.8333333333334,23.760611664404834
Brazil,GentleGlow Face Cleanser,2022,4,733.0,663.0,715.0,751.0,716.3333333333334,31.92282360109541
Brazil,GentleGlow Face Cleanser,2022,5,701.0,733.0,663.0,715.0,716.8333333333334,32.201966813638165
Brazil,GentleGlow Face Cleanser,2022,6,664.0,701.0,733.0,663.0,717.1666666666666,31.990102636075637
Brazil,GentleGlow Face Cleanser,2022,7,686.0,664.0,701.0,733.0,704.5,35.943010447095226
Brazil,GentleGlow Face Cleanser,2022,8,718.0,686.0,664.0,701.0,693.6666666666666,28.054708458058723
Brazil,GentleGlow Face Cleanser,2022,9,729.0,718.0,686.0,664.0,694.1666666666666,28.53360591770117
Brazil,GentleGlow Face Cleanser,2022,10,613.0,729.0,718.0,686.0,705.1666666666666,26.78370151167803
Brazil,GentleGlow Face Cleanser,2022,11,636.0,613.0,729.0,718.0,685.1666666666666,42.206239665085995
Brazil,GentleGlow Face Cleanser,2022,12,688.0,636.0,613.0,729.0,674.3333333333334,45.53972624716453
Brazil,GentleGlow Face Cleanser,2023,1,661.0,688.0,636.0,613.0,678.3333333333334,45.50457852421758
Brazil,GentleGlow Face Cleanser,2023,2,670.0,661.0,688.0,636.0,674.1666666666666,45.80574927524585
Brazil,GentleGlow Face Cleanser,2023,3,679.0,670.0,661.0,688.0,666.1666666666666,40.50390927634876
Brazil,GentleGlow Face Cleanser,2023,4,683.0,679.0,670.0,661.0,657.8333333333334,28.2942868202522
Brazil,GentleGlow Face Cleanser,2023,5,699.0,683.0,679.0,670.0,669.5,19.023669467272175
Brazil,GentleGlow Face Cleanser,2023,6,713.0,699.0,683.0,679.0,680.0,13.386560424545877
Brazil,GentleGlow Face Cleanser,2023,7,719.0,713.0,699.0,683.0,684.1666666666666,19.062178959045617
Brazil,GentleGlow Face Cleanser,2023,8,731.0,719.0,713.0,699.0,693.8333333333334,19.661298702442664
Brazil,GentleGlow Face Cleanser,2023,9,742.0,731.0,719.0,713.0,704.0,20.620378270051134
Brazil,GentleGlow Face Cleanser,2023,10,752.0,742.0,731.0,719.0,714.5,21.37054047046975
Brazil,GentleGlow Face Cleanser,2023,11,766.0,752.0,742.0,731.0,726.0,19.51409746824006
Brazil,GentleGlow Face Cleanser,2023,12,778.0,766.0,752.0,742.0,737.1666666666666,20.13371964309198
Brazil,GentleGlow Face Lotion,2021,1,992.0,,,,,
Brazil,GentleGlow Face Lotion,2021,2,940.0,992.0,,,992.0,
Brazil,GentleGlow Face Lotion,2021,3,1011.0,940.0,992.0,,966.0,36.76955262170047
Brazil,GentleGlow Face Lotion,2021,4,1064.0,1011.0,940.0,992.0,981.0,36.75595189897821
Brazil,GentleGlow Face Lotion,2021,5,998.0,1064.0,1011.0,940.0,1001.75,51.214418542698176
Brazil,GentleGlow Face Lotion,2021,6,976.0,998.0,1064.0,1011.0,1001.0,44.384682042344295
Brazil,GentleGlow Face Lotion,2021,7,936.0,976.0,998.0,1064.0,996.8333333333334,40.989836138568144
Brazil,GentleGlow Face Lotion,2021,8,1035.0,936.0,976.0,998.0,987.5,48.073901443506756
Brazil,GentleGlow Face Lotion,2021,9,943.0,1035.0,936.0,976.0,1003.3333333333334,44.83599744253123
Brazil,GentleGlow Face Lotion,2021,10,1014.0,943.0,1035.0,936.0,992.0,50.718832794140695
Brazil,GentleGlow Face Lotion,2021,11,1009.0,1014.0,943.0,1035.0,983.6666666666666,39.35818423996041
Brazil,GentleGlow Face Lotion,2021,12,981.0,1009.0,1014.0,943.0,985.5,40.40173263611353
Brazil,GentleGlow Face Lotion,2022,1,982.0,981.0,1009.0,1014.0,986.3333333333334,40.21774069570129
Brazil,GentleGlow Face Lotion,2022,2,1007.0,982.0,981.0,1009.0,994.0,32.310988842807056
Brazil,GentleGlow Face Lotion,2022,3,987.0,1007.0,982.0,981.0,989.3333333333334,26.748208662762213
Brazil,GentleGlow Face Lotion,2022,4,1028.0,987.0,1007.0,982.0,996.6666666666666,14.922019523733004
Brazil,GentleGlow Face Lotion,2022,5,1050.0,1028.0,987.0,1007.0,999.0,18.772320048411764
Brazil,GentleGlow Face Lotion,2022,6,933.0,1050.0,1028.0,987.0,1005.8333333333334,28.223512656412357
Brazil,GentleGlow Face Lotion,2022,7,961.0,933.0,1050.0,1028.0,997.8333333333334,40.71076843620947
Brazil,GentleGlow Face Lotion,2022,8,951.0,961.0,933.0,1050.0,994.3333333333334,43.17252212538282
Brazil,GentleGlow Face Lotion,2022,9,960.0,951.0,961.0,933.0,985.0,45.85629727747329
Brazil,GentleGlow Face Lotion,2022,10,1015.0,960.0,951.0,961.0,980.5,46.932930869486555
Brazil,GentleGlow Face Lotion,2022,11,994.0,1015.0,960.0,951.0,978.3333333333334,44.5406181666428
Brazil,GentleGlow Face Lotion,2022,12,1045.0,994.0,1015.0,960.0,969.0,30.01999333777415
Brazil,GentleGlow Face Lotion,2023,1,1023.0,1045.0,994.0,1015.0,987.6666666666666,37.13578687286253
Brazil,GentleGlow Face Lotion,2023,2,1030.0,1023.0,1045.0,994.0,998.0,36.85647839932622
Brazil,GentleGlow Face Lotion,2023,3,1053.0,1030.0,1023.0,1045.0,1011.1666666666666,30.221956698179948
Brazil,GentleGlow Face Lotion,2023,4,1072.0,1053.0,1030.0,1023.0,1026.6666666666667,21.247744978389143
Brazil,GentleGlow Face Lotion,2023,5,1084.0,1072.0,1053.0,1030.0,1036.1666666666667,26.962319385888527
Brazil,GentleGlow Face Lotion,2023,6,1107.0,1084.0,1072.0,1053.0,1051.1666666666667,23.64247589967381
Brazil,GentleGlow Face Lotion,2023,7,1116.0,1107.0,1084.0,1072.0,1061.5,32.35274331490282
Brazil,GentleGlow Face Lotion,2023,8,1133.0,1116.0,1107.0,1084.0,1077.0,32.496153618543666
Brazil,GentleGlow Face Lotion,2023,9,1154.0,1133.0,1116.0,1107.0,1094.1666666666667,29.795413517295792
Brazil,GentleGlow Face Lotion,2023,10,1171.0,1154.0,1133.0,1116.0,1111.0,30.410524493996878
Brazil,GentleGlow Face Lotion,2023,11,1190.0,1171.0,1154.0,1133.0,1127.5,31.841796431733947
Brazil,GentleGlow Face Lotion,2023,12,1210.0,1190.0,1171.0,1154.0,1145.1666666666667,32.282606255794306
Brazil,GentleGlow Pet Grooming Kit,2021,1,0.0,,,,,
Brazil,GentleGlow Pet Grooming Kit,2021,2,0.0,0.0,,,0.0,
Brazil,GentleGlow Pet Grooming Kit,2021,3,0.0,0.0,0.0,,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2021,4,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2021,5,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2021,6,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2021,7,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2021,8,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2021,9,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2021,10,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2021,11,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2021,12,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2022,1,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2022,2,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2022,3,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2022,4,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2022,5,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2022,6,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2022,7,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2022,8,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2022,9,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2022,10,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2022,11,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2022,12,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2023,1,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2023,2,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2023,3,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2023,4,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2023,5,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2023,6,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2023,7,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2023,8,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2023,9,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2023,10,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2023,11,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,GentleGlow Pet Grooming Kit,2023,12,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2021,1,0.0,,,,,
Brazil,HydraHydrate Hand Cream,2021,2,0.0,0.0,,,0.0,
Brazil,HydraHydrate Hand Cream,2021,3,0.0,0.0,0.0,,0.0,0.0
Brazil,HydraHydrate Hand Cream,2021,4,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2021,5,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2021,6,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2021,7,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2021,8,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2021,9,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2021,10,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2021,11,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2021,12,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2022,1,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2022,2,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2022,3,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2022,4,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2022,5,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2022,6,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2022,7,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2022,8,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2022,9,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2022,10,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2022,11,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2022,12,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2023,1,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2023,2,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2023,3,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2023,4,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2023,5,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2023,6,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2023,7,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2023,8,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2023,9,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2023,10,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2023,11,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydraHydrate Hand Cream,2023,12,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,Hydrating Honey Body Lotion,2021,1,1875.0,,,,,
Brazil,Hydrating Honey Body Lotion,2021,2,1848.0,1875.0,,,1875.0,
Brazil,Hydrating Honey Body Lotion,2021,3,1801.0,1848.0,1875.0,,1861.5,19.091883092036785
Brazil,Hydrating Honey Body Lotion,2021,4,1777.0,1801.0,1848.0,1875.0,1841.3333333333333,37.44774136491186
Brazil,Hydrating Honey Body Lotion,2021,5,1707.0,1777.0,1801.0,1848.0,1825.25,44.37998798257308
Brazil,Hydrating Honey Body Lotion,2021,6,1768.0,1707.0,1777.0,1801.0,1801.6,65.37430687969086
Brazil,Hydrating Honey Body Lotion,2021,7,1796.0,1768.0,1707.0,1777.0,1796.0,60.059970029962514
Brazil,Hydrating Honey Body Lotion,2021,8,1750.0,1796.0,1768.0,1707.0,1782.8333333333333,46.378515140813455
Brazil,Hydrating Honey Body Lotion,2021,9,1933.0,1750.0,1796.0,1768.0,1766.5,34.59913293711277
Brazil,Hydrating Honey Body Lotion,2021,10,1970.0,1933.0,1750.0,1796.0,1788.5,76.95908003608143
Brazil,Hydrating Honey Body Lotion,2021,11,1841.0,1970.0,1933.0,1750.0,1820.6666666666667,106.03332809389059
Brazil,Hydrating Honey Body Lotion,2021,12,1744.0,1841.0,1970.0,1933.0,1843.0,90.23968085049933
Brazil,Hydrating Honey Body Lotion,2022,1,1973.0,1744.0,1841.0,1970.0,1839.0,94.65305066399063
Brazil,Hydrating Honey Body Lotion,2022,2,0.0,1973.0,1744.0,1841.0,1868.5,105.52866909044185
Brazil,Hydrating Honey Body Lotion,2022,3,0.0,0.0,1973.0,1744.0,1576.8333333333333,777.4978885287513
Brazil,Hydrating Honey Body Lotion,2022,4,0.0,0.0,0.0,1973.0,1254.6666666666667,975.634699396586
Brazil,Hydrating Honey Body Lotion,2022,5,0.0,0.0,0.0,0.0,926.3333333333334,1017.3480558130864
Brazil,Hydrating Honey Body Lotion,2022,6,0.0,0.0,0.0,0.0,619.5,962.4534793952383
Brazil,Hydrating Honey Body Lotion,2022,7,0.0,0.0,0.0,0.0,328.8333333333333,805.473877085202
Brazil,Hydrating Honey Body Lotion,2022,8,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,Hydrating Honey Body Lotion,2022,9,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,Hydrating Honey Body Lotion,2022,10,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,Hydrating Honey Body Lotion,2022,11,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,Hydrating Honey Body Lotion,2022,12,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,Hydrating Honey Body Lotion,2023,1,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,Hydrating Honey Body Lotion,2023,2,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,Hydrating Honey Body Lotion,2023,3,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,Hydrating Honey Body Lotion,2023,4,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,Hydrating Honey Body Lotion,2023,5,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,Hydrating Honey Body Lotion,2023,6,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,Hydrating Honey Body Lotion,2023,7,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,Hydrating Honey Body Lotion,2023,8,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,Hydrating Honey Body Lotion,2023,9,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,Hydrating Honey Body Lotion,2023,10,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,Hydrating Honey Body Lotion,2023,11,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,Hydrating Honey Body Lotion,2023,12,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,HydratingHoney Pet Wipes,2021,1,1257.0,,,,,
Brazil,HydratingHoney Pet Wipes,2021,2,1310.0,1257.0,,,1257.0,
Brazil,HydratingHoney Pet Wipes,2021,3,1271.0,1310.0,1257.0,,1283.5,37.476659402887016
Brazil,HydratingHoney Pet Wipes,2021,4,1242.0,1271.0,1310.0,1257.0,1279.3333333333333,27.465129406819347
Brazil,HydratingHoney Pet Wipes,2021,5,1326.0,1242.0,1271.0,1310.0,1270.0,29.17761699202545
Brazil,HydratingHoney Pet Wipes,2021,6,1255.0,1326.0,1242.0,1271.0,1281.2,35.57667775383191
Brazil,HydratingHoney Pet Wipes,2021,7,1195.0,1255.0,1326.0,1242.0,1276.8333333333333,33.57032419662739
Brazil,HydratingHoney Pet Wipes,2021,8,1226.0,1195.0,1255.0,1326.0,1266.5,47.534198215600576
Brazil,HydratingHoney Pet Wipes,2021,9,1208.0,1226.0,1195.0,1255.0,1252.5,44.42859439595193
Brazil,HydratingHoney Pet Wipes,2021,10,1268.0,1208.0,1226.0,1195.0,1242.0,46.57467122803999
Brazil,HydratingHoney Pet Wipes,2021,11,1139.0,1268.0,1208.0,1226.0,1246.3333333333333,47.76888806186178
Brazil,HydratingHoney Pet Wipes,2021,12,1371.0,1139.0,1268.0,1208.0,1215.1666666666667,46.378515140813725
Brazil,HydratingHoney Pet Wipes,2022,1,1231.0,1371.0,1139.0,1268.0,1234.5,79.00569599718757
Brazil,HydratingHoney Pet Wipes,2022,2,1277.0,1231.0,1371.0,1139.0,1240.5,76.74047172125033
Brazil,HydratingHoney Pet Wipes,2022,3,1251.0,1277.0,1231.0,1371.0,1249.0,77.6324674347017
Brazil,HydratingHoney Pet Wipes,2022,4,1210.0,1251.0,1277.0,1231.0,1256.1666666666667,75.03177104844778
Brazil,HydratingHoney Pet Wipes,2022,5,1244.0,1210.0,1251.0,1277.0,1246.5,76.91488802566136
Brazil,HydratingHoney Pet Wipes,2022,6,1175.0,1244.0,1210.0,1251.0,1264.0,56.9069415800921
Brazil,HydratingHoney Pet Wipes,2022,7,1253.0,1175.0,1244.0,1210.0,1231.3333333333333,35.38738004807229
Brazil,HydratingHoney Pet Wipes,2022,8,1282.0,1253.0,1175.0,1244.0,1235.0,36.4691650576214
Brazil,HydratingHoney Pet Wipes,2022,9,1342.0,1282.0,1253.0,1175.0,1235.8333333333333,37.65855369855165
Brazil,HydratingHoney Pet Wipes,2022,10,1386.0,1342.0,1282.0,1253.0,1251.0,57.88263988451126
Brazil,HydratingHoney Pet Wipes,2022,11,1145.0,1386.0,1342.0,1282.0,1280.3333333333333,75.01111028818765
